Product_ID,Product_Name,Main_Category,Sub_Category,Price_INR,Color,Fabric,Units_Sold_30_Days,Revenue_30_Days,Stock_Status,Customer_Rating,Num_Reviews,Performance_Tier,Date_Added,Price_Band
TSI0756,Tunics & Kurtas Navy,Women,Tunics & Kurtas,4429.56,Black,Cotton Textured,19,84161.62,In Stock,4.74,2,Average,2025-04-03,Premium (₹3-5K)
TSI0757,Tunics & Kurtas White,Women,Tunics & Kurtas,9603.91,Emerald,Cotton Canvas,8,76831.29,In Stock,4.05,1,Slow,2025-11-09,Luxury (>₹5K)
TSI0758,Tunics & Kurtas Indigo,Women,Tunics & Kurtas,4366.66,Pink,Cotton Canvas,40,174666.44,Low Stock,4.69,5,Average,2024-05-20,Premium (₹3-5K)
TSI0759,Tunics & Kurtas Multi,Women,Tunics & Kurtas,1740.97,Black,Cotton Voile,41,71379.96,In Stock,4.08,4,Average,2024-12-10,Economy (₹1-2K)
TSI0760,Dresses Multi,Women,Dresses,2671.07,Black,Chanderi Silk,6,16026.42,In Stock,4.47,1,Slow,2025-03-02,Mid-Range (₹2-3K)
TSI0761,Tunics & Kurtas White,Women,Tunics & Kurtas,2592.23,Cream,Wool,9,23330.09,Out of Stock,4.19,2,Slow,2024-11-22,Mid-Range (₹2-3K)
TSI0762,Sarees White,Women,Sarees,4031.13,Multi,100% Cotton,3,12093.38,In Stock,3.94,1,Slow,2024-02-24,Premium (₹3-5K)
TSI0763,Tunics & Kurtas Emerald,Women,Tunics & Kurtas,10026.84,White,Cotton Voile,28,280751.39,Out of Stock,4.15,6,Average,2025-05-19,Luxury (>₹5K)
TSI0764,Jackets & Shrugs Blue,Women,Jackets & Shrugs,3352.47,Aqua,Cotton Canvas,119,398944.08,Low Stock,4.74,16,Bestseller,2024-12-05,Premium (₹3-5K)
TSI0765,Jackets & Shrugs Navy,Women,Jackets & Shrugs,2240.22,Cream,Wool,141,315870.35,In Stock,4.61,37,Bestseller,2024-12-28,Mid-Range (₹2-3K)
TSI0766,Dresses Black,Women,Dresses,2716.36,Blue,100% Cotton,11,29879.93,Out of Stock,4.68,2,Average,2024-03-26,Mid-Range (₹2-3K)
TSI0767,Jackets & Shrugs Aqua,Women,Jackets & Shrugs,3037.22,Beige,Chanderi Silk,9,27334.95,In Stock,4.03,1,Slow,2025-08-21,Premium (₹3-5K)
TSI0768,Sarees Multi,Women,Sarees,1722.34,White,100% Cotton,26,44780.96,In Stock,4.03,3,Average,2024-05-21,Economy (₹1-2K)
TSI0769,Sarees Yellow,Women,Sarees,3227.99,Aqua,Cotton Canvas,16,51647.77,Out of Stock,3.65,3,Average,2024-10-24,Premium (₹3-5K)
TSI0770,Kimonos & Kaftans Navy,Women,Kimonos & Kaftans,1646.3,Multi,Cotton Canvas,49,80668.5,In Stock,3.76,5,Average,2024-12-02,Economy (₹1-2K)
TSI0771,Dresses Emerald,Women,Dresses,2244.04,Yellow,Silk,27,60589.05,Out of Stock,3.89,5,Average,2025-04-13,Mid-Range (₹2-3K)
TSI0772,Kimonos & Kaftans Red,Women,Kimonos & Kaftans,3215.84,Navy,Cotton Voile,161,517749.96,In Stock,4.72,17,Bestseller,2024-02-06,Premium (₹3-5K)
TSI0773,Tunics & Kurtas Blue,Women,Tunics & Kurtas,3061.84,Cream,Wool,24,73484.23,In Stock,3.91,4,Average,2025-08-24,Premium (₹3-5K)
TSI0774,Tunics & Kurtas Navy,Women,Tunics & Kurtas,3535.69,Blue,Cotton Textured,6,21214.12,In Stock,3.84,1,Slow,2025-03-01,Premium (₹3-5K)
TSI0775,Sarees Emerald,Women,Sarees,5029.72,White,Cotton Voile,32,160951.07,In Stock,4.55,7,Average,2024-04-27,Luxury (>₹5K)
TSI0776,Dresses Red,Women,Dresses,3209.8,Beige,Wool,38,121972.23,In Stock,4.34,9,Average,2025-12-14,Premium (₹3-5K)
TSI0777,Dresses Multi,Women,Dresses,2060.2,Indigo,Cotton Canvas,8,16481.59,In Stock,4.57,2,Slow,2024-06-22,Mid-Range (₹2-3K)
TSI0778,Dresses Red,Women,Dresses,1602.23,Cream,Silk,15,24033.52,Out of Stock,3.56,3,Average,2024-11-27,Economy (₹1-2K)
TSI0779,Dresses Yellow,Women,Dresses,2458.65,Navy,Cotton Canvas,19,46714.33,Out of Stock,3.86,5,Average,2024-08-02,Mid-Range (₹2-3K)
TSI0780,Kimonos & Kaftans Multi,Women,Kimonos & Kaftans,3927.3,Pink,Cotton Sheeting,7,27491.08,In Stock,3.55,1,Slow,2024-12-07,Premium (₹3-5K)
TSI0781,Tunics & Kurtas White,Women,Tunics & Kurtas,4163.06,Green,Cotton Textured,78,324718.97,In Stock,4.92,23,Bestseller,2025-10-04,Premium (₹3-5K)
TSI0782,Kimonos & Kaftans Emerald,Women,Kimonos & Kaftans,4219.03,Emerald,Cotton Canvas,22,92818.68,Low Stock,3.76,3,Average,2024-08-08,Premium (₹3-5K)
TSI0783,Tunics & Kurtas Green,Women,Tunics & Kurtas,2793.27,Indigo,100% Cotton,6,16759.64,Low Stock,3.68,1,Slow,2024-03-15,Mid-Range (₹2-3K)
TSI0784,Dresses Navy,Women,Dresses,4371.69,Emerald,Cotton Voile,32,139894.09,Out of Stock,3.64,7,Average,2025-09-02,Premium (₹3-5K)
TSI0785,Dresses Multi,Women,Dresses,5884.7,Beige,Cotton Textured,80,470775.71,In Stock,4.87,15,Bestseller,2025-06-12,Luxury (>₹5K)
TSI0786,Jackets & Shrugs Cream,Women,Jackets & Shrugs,3850.77,Beige,Cotton Textured,19,73164.62,In Stock,3.94,4,Average,2025-08-25,Premium (₹3-5K)
TSI0787,Sarees Green,Women,Sarees,1235.22,Natural,Cotton Textured,2,2470.44,In Stock,4.53,1,Slow,2025-11-13,Economy (₹1-2K)
TSI0788,Jackets & Shrugs White,Women,Jackets & Shrugs,5793.48,Blue,Cotton Canvas,3,17380.43,In Stock,3.63,1,Slow,2024-06-25,Luxury (>₹5K)
TSI0789,Kimonos & Kaftans Pink,Women,Kimonos & Kaftans,2648.84,Beige,Cotton Cambric,21,55625.58,Low Stock,4.51,3,Average,2025-11-09,Mid-Range (₹2-3K)
TSI0790,Tunics & Kurtas Blue,Women,Tunics & Kurtas,4038.24,Blue,Cotton Sheeting,30,121147.28,Out of Stock,3.52,5,Average,2025-02-14,Premium (₹3-5K)
TSI0791,Kimonos & Kaftans Navy,Women,Kimonos & Kaftans,2568.99,Aqua,Silk,32,82207.83,In Stock,4.22,7,Average,2024-02-07,Mid-Range (₹2-3K)
TSI0792,Kimonos & Kaftans Navy,Women,Kimonos & Kaftans,1668.09,Beige,Chanderi Silk,85,141787.35,In Stock,4.96,20,Bestseller,2025-11-18,Economy (₹1-2K)
TSI0793,Tunics & Kurtas Aqua,Women,Tunics & Kurtas,3133.35,Blue,Cotton Sheeting,38,119067.23,Out of Stock,4.03,9,Average,2025-03-08,Premium (₹3-5K)
TSI0794,Dresses Red,Women,Dresses,1356.47,Emerald,Cotton Voile,45,61041.22,Low Stock,4.5,8,Average,2024-05-22,Economy (₹1-2K)
TSI0795,Tunics & Kurtas Green,Women,Tunics & Kurtas,2125.53,Emerald,Wool,25,53138.22,In Stock,4.53,7,Average,2025-10-21,Mid-Range (₹2-3K)
TSI0796,Tunics & Kurtas Green,Women,Tunics & Kurtas,3473.31,Natural,Cotton Cambric,4,13893.24,In Stock,4.51,1,Slow,2025-08-07,Premium (₹3-5K)
TSI0797,Sarees White,Women,Sarees,2224.9,Navy,Chanderi Silk,36,80096.55,In Stock,3.66,8,Average,2025-03-22,Mid-Range (₹2-3K)
TSI0798,Dresses Emerald,Women,Dresses,3538.65,Pink,Cotton Textured,34,120313.99,In Stock,4.37,4,Average,2024-03-13,Premium (₹3-5K)
TSI0799,Kimonos & Kaftans Blue,Women,Kimonos & Kaftans,3549.63,Cream,Cotton Voile,25,88740.66,In Stock,4.12,4,Average,2025-08-12,Premium (₹3-5K)
TSI0800,Kimonos & Kaftans Indigo,Women,Kimonos & Kaftans,1556.96,Cream,Chanderi Silk,37,57607.48,Out of Stock,4.13,5,Average,2024-05-03,Economy (₹1-2K)
TSI0801,Dresses Pink,Women,Dresses,5758.23,Yellow,Cotton Voile,132,760086.08,In Stock,4.47,39,Bestseller,2025-05-26,Luxury (>₹5K)
TSI0802,Sarees Red,Women,Sarees,2916.53,Pink,Cotton Canvas,1,2916.53,Low Stock,3.66,1,Slow,2024-02-17,Mid-Range (₹2-3K)
TSI0803,Sarees Navy,Women,Sarees,3473.7,Natural,Cotton Voile,44,152842.8,Out of Stock,3.64,7,Average,2024-11-12,Premium (₹3-5K)
TSI0804,Dresses Indigo,Women,Dresses,1393.17,Blue,Cotton Sheeting,29,40401.95,Out of Stock,4.7,8,Average,2025-04-27,Economy (₹1-2K)
TSI0805,Kimonos & Kaftans White,Women,Kimonos & Kaftans,2234.11,Cream,Chanderi Silk,43,96066.88,In Stock,4.67,7,Average,2025-01-09,Mid-Range (₹2-3K)
TSI0806,Tunics & Kurtas Black,Women,Tunics & Kurtas,1869.88,White,Cotton Voile,5,9349.39,Low Stock,4.53,1,Slow,2024-05-18,Economy (₹1-2K)
TSI0807,Jackets & Shrugs Yellow,Women,Jackets & Shrugs,2558.77,Indigo,100% Cotton,46,117703.3,Low Stock,3.55,8,Average,2025-06-04,Mid-Range (₹2-3K)
TSI0808,Tunics & Kurtas Natural,Women,Tunics & Kurtas,2562.37,Aqua,Cotton Textured,49,125556.13,In Stock,3.93,6,Average,2024-11-13,Mid-Range (₹2-3K)
TSI0809,Jackets & Shrugs Multi,Women,Jackets & Shrugs,3368.49,Navy,Silk,16,53895.87,In Stock,4.56,3,Average,2024-03-17,Premium (₹3-5K)
TSI0810,Jackets & Shrugs White,Women,Jackets & Shrugs,2882.13,Yellow,Chanderi Silk,42,121049.34,In Stock,3.79,4,Average,2024-05-18,Mid-Range (₹2-3K)
TSI0811,Kimonos & Kaftans Beige,Women,Kimonos & Kaftans,3996.08,Indigo,Cotton Canvas,62,247756.91,Low Stock,4.56,11,Bestseller,2025-11-26,Premium (₹3-5K)
TSI0812,Sarees Navy,Women,Sarees,3745.37,Cream,Chanderi Silk,49,183522.95,Low Stock,3.77,5,Average,2024-07-24,Premium (₹3-5K)
TSI0813,Sarees Emerald,Women,Sarees,1333.09,Black,100% Cotton,28,37326.51,Low Stock,4.53,6,Average,2025-03-17,Economy (₹1-2K)
TSI0814,Jackets & Shrugs Natural,Women,Jackets & Shrugs,4268.53,Pink,Cotton Canvas,107,456733.04,Low Stock,4.6,13,Bestseller,2024-08-31,Premium (₹3-5K)
TSI0815,Sarees Red,Women,Sarees,1414.5,Green,Cotton Cambric,198,280071.52,Low Stock,4.57,49,Bestseller,2025-08-17,Economy (₹1-2K)
TSI0816,Jackets & Shrugs Indigo,Women,Jackets & Shrugs,2514.72,Multi,Wool,26,65382.76,In Stock,4.52,6,Average,2025-01-26,Mid-Range (₹2-3K)
TSI0817,Dresses Beige,Women,Dresses,3684.85,Cream,Cotton Voile,120,442182.53,In Stock,4.55,35,Bestseller,2025-09-28,Premium (₹3-5K)
TSI0818,Kimonos & Kaftans Red,Women,Kimonos & Kaftans,2130.37,Green,Cotton Cambric,138,293990.72,Out of Stock,4.87,23,Bestseller,2024-10-09,Mid-Range (₹2-3K)
TSI0819,Tunics & Kurtas Cream,Women,Tunics & Kurtas,2676.2,Aqua,100% Cotton,31,82962.11,In Stock,4.12,7,Average,2025-10-27,Mid-Range (₹2-3K)
TSI0820,Jackets & Shrugs Pink,Women,Jackets & Shrugs,2480.84,White,Wool,44,109156.92,In Stock,3.94,7,Average,2024-04-22,Mid-Range (₹2-3K)
TSI0821,Dresses Pink,Women,Dresses,2051.2,White,Cotton Textured,9,18460.8,In Stock,4.74,2,Slow,2025-01-28,Mid-Range (₹2-3K)
TSI0822,Dresses Navy,Women,Dresses,1412.97,Yellow,Wool,38,53692.8,Out of Stock,4.74,7,Average,2024-04-05,Economy (₹1-2K)
TSI0823,Tunics & Kurtas White,Women,Tunics & Kurtas,4007.57,Yellow,Cotton Sheeting,87,348658.5,In Stock,4.48,26,Bestseller,2025-05-27,Premium (₹3-5K)
TSI0824,Kimonos & Kaftans Navy,Women,Kimonos & Kaftans,3710.33,Beige,Cotton Canvas,23,85337.49,Low Stock,4.68,4,Average,2025-12-14,Premium (₹3-5K)
TSI0825,Kimonos & Kaftans Indigo,Women,Kimonos & Kaftans,4453.33,Natural,Cotton Textured,60,267199.97,In Stock,4.41,11,Bestseller,2025-06-20,Premium (₹3-5K)
TSI0826,Kimonos & Kaftans Natural,Women,Kimonos & Kaftans,7660.08,Natural,Cotton Canvas,141,1080071.95,In Stock,4.34,33,Bestseller,2025-08-11,Luxury (>₹5K)
TSI0827,Dresses Aqua,Women,Dresses,3792.7,Cream,Cotton Textured,176,667515.16,Low Stock,4.93,49,Bestseller,2025-11-07,Premium (₹3-5K)
TSI0828,Dresses Natural,Women,Dresses,1872.46,Green,Wool,49,91750.58,In Stock,4.54,14,Average,2025-01-16,Economy (₹1-2K)
TSI0829,Kimonos & Kaftans Pink,Women,Kimonos & Kaftans,3217.48,Emerald,Chanderi Silk,93,299225.47,In Stock,4.55,12,Bestseller,2025-02-15,Premium (₹3-5K)
TSI0830,Jackets & Shrugs Emerald,Women,Jackets & Shrugs,3357.07,Indigo,Cotton Cambric,126,422990.36,In Stock,4.54,20,Bestseller,2025-03-13,Premium (₹3-5K)
TSI0831,Sarees Emerald,Women,Sarees,1259.53,Blue,Cotton Sheeting,110,138547.76,In Stock,4.57,31,Bestseller,2024-03-31,Economy (₹1-2K)
TSI0832,Tunics & Kurtas Navy,Women,Tunics & Kurtas,2607.6,Red,Chanderi Silk,52,135595.24,In Stock,4.45,8,Bestseller,2025-01-26,Mid-Range (₹2-3K)
TSI0833,Tunics & Kurtas Multi,Women,Tunics & Kurtas,4222.61,Cream,Cotton Cambric,20,84452.24,Low Stock,4.39,3,Average,2025-10-27,Premium (₹3-5K)
TSI0834,Tunics & Kurtas Pink,Women,Tunics & Kurtas,2376.37,Cream,Cotton Sheeting,30,71291.19,Low Stock,3.64,5,Average,2024-08-19,Mid-Range (₹2-3K)
TSI0835,Sarees Multi,Women,Sarees,3296.02,Natural,Cotton Sheeting,92,303233.66,Low Stock,4.63,15,Bestseller,2024-07-18,Premium (₹3-5K)
TSI0836,Tunics & Kurtas Red,Women,Tunics & Kurtas,3622.56,Beige,Wool,6,21735.35,Out of Stock,4.36,1,Slow,2025-01-03,Premium (₹3-5K)
TSI0837,Sarees Aqua,Women,Sarees,1515.78,Navy,Cotton Sheeting,175,265261.04,In Stock,4.33,52,Bestseller,2026-01-07,Economy (₹1-2K)
TSI0838,Sarees Navy,Women,Sarees,3391.7,Beige,Cotton Cambric,9,30525.34,Out of Stock,4.13,1,Slow,2024-04-29,Premium (₹3-5K)
TSI0839,Kimonos & Kaftans Green,Women,Kimonos & Kaftans,1866.87,Red,Cotton Cambric,39,72808.1,In Stock,3.85,10,Average,2024-05-24,Economy (₹1-2K)
TSI0840,Sarees Aqua,Women,Sarees,2170.07,Yellow,Wool,12,26040.87,Out of Stock,3.79,2,Average,2025-10-21,Mid-Range (₹2-3K)
TSI0841,Dresses Multi,Women,Dresses,2893.15,Emerald,Cotton Cambric,3,8679.46,Low Stock,4.28,1,Slow,2025-07-25,Mid-Range (₹2-3K)
TSI0842,Dresses Red,Women,Dresses,2410.46,Aqua,Silk,75,180784.46,Low Stock,4.32,14,Bestseller,2024-03-09,Mid-Range (₹2-3K)
TSI0843,Dresses Red,Women,Dresses,1710.89,Indigo,Cotton Cambric,10,17108.92,In Stock,4.67,1,Average,2025-05-26,Economy (₹1-2K)
TSI0844,Dresses Indigo,Women,Dresses,3986.92,Navy,Wool,2,7973.84,In Stock,4.29,1,Slow,2025-05-04,Premium (₹3-5K)
TSI0845,Jackets & Shrugs Navy,Women,Jackets & Shrugs,3686.62,Emerald,Cotton Canvas,12,44239.5,Out of Stock,4.16,3,Average,2025-03-07,Premium (₹3-5K)
TSI0846,Sarees Green,Women,Sarees,3003.86,Emerald,Cotton Textured,46,138177.77,Out of Stock,4.27,8,Average,2024-03-07,Premium (₹3-5K)
TSI0847,Tunics & Kurtas Multi,Women,Tunics & Kurtas,2848.51,Black,Cotton Textured,13,37030.66,In Stock,3.76,1,Average,2024-10-24,Mid-Range (₹2-3K)
TSI0848,Kimonos & Kaftans Black,Women,Kimonos & Kaftans,1317.52,Natural,Cotton Textured,19,25032.88,In Stock,3.72,4,Average,2024-08-12,Economy (₹1-2K)
TSI0849,Jackets & Shrugs Blue,Women,Jackets & Shrugs,1648.58,Indigo,Cotton Textured,16,26377.25,In Stock,4.15,3,Average,2024-10-06,Economy (₹1-2K)
TSI0850,Tunics & Kurtas Red,Women,Tunics & Kurtas,4496.37,Yellow,Cotton Cambric,1,4496.37,In Stock,4.26,1,Slow,2024-08-01,Premium (₹3-5K)
TSI0851,Jackets & Shrugs Pink,Women,Jackets & Shrugs,6708.1,Beige,Cotton Textured,123,825096.47,In Stock,4.5,13,Bestseller,2025-02-20,Luxury (>₹5K)
TSI0852,Dresses Red,Women,Dresses,3933.65,Natural,Cotton Canvas,31,121943.08,Low Stock,4.68,8,Average,2024-05-31,Premium (₹3-5K)
TSI0853,Jackets & Shrugs Multi,Women,Jackets & Shrugs,2870.07,Indigo,Cotton Cambric,3,8610.22,Out of Stock,4.6,1,Slow,2025-01-31,Mid-Range (₹2-3K)
TSI0854,Dresses Blue,Women,Dresses,3918.08,Beige,Cotton Canvas,42,164559.17,Out of Stock,4.58,9,Average,2024-04-10,Premium (₹3-5K)
TSI0855,Jackets & Shrugs Indigo,Women,Jackets & Shrugs,2137.54,Black,Silk,17,36338.24,In Stock,4.0,5,Average,2025-12-22,Mid-Range (₹2-3K)
TSI0856,Sarees Beige,Women,Sarees,3149.49,Beige,Cotton Textured,24,75587.69,In Stock,4.17,4,Average,2025-03-15,Premium (₹3-5K)
TSI0857,Kimonos & Kaftans Beige,Women,Kimonos & Kaftans,4274.16,Red,Cotton Canvas,26,111128.28,In Stock,4.75,7,Average,2024-03-02,Premium (₹3-5K)
TSI0858,Dresses Green,Women,Dresses,2578.21,Blue,Cotton Cambric,141,363527.43,In Stock,4.4,30,Bestseller,2024-06-24,Mid-Range (₹2-3K)
TSI0859,Sarees Red,Women,Sarees,2515.25,Green,Cotton Cambric,48,120731.78,In Stock,3.55,9,Average,2024-06-28,Mid-Range (₹2-3K)
TSI0860,Tunics & Kurtas White,Women,Tunics & Kurtas,2359.1,Aqua,Cotton Cambric,38,89645.98,In Stock,4.11,7,Average,2025-08-01,Mid-Range (₹2-3K)
TSI0861,Sarees Blue,Women,Sarees,4383.26,Navy,Cotton Textured,29,127114.41,In Stock,3.68,5,Average,2025-06-16,Premium (₹3-5K)
TSI0862,Tunics & Kurtas Indigo,Women,Tunics & Kurtas,1684.8,Multi,Wool,4,6739.2,In Stock,4.5,1,Slow,2024-06-21,Economy (₹1-2K)
TSI0863,Kimonos & Kaftans White,Women,Kimonos & Kaftans,1320.52,Yellow,Cotton Canvas,29,38295.0,In Stock,3.96,6,Average,2024-02-08,Economy (₹1-2K)
TSI0864,Jackets & Shrugs Emerald,Women,Jackets & Shrugs,2575.09,Red,100% Cotton,33,84978.07,In Stock,3.95,6,Average,2025-01-16,Mid-Range (₹2-3K)
TSI0865,Sarees Beige,Women,Sarees,1338.21,Natural,Silk,39,52190.01,Low Stock,3.96,6,Average,2024-02-28,Economy (₹1-2K)
TSI0866,Tunics & Kurtas Yellow,Women,Tunics & Kurtas,3617.1,Blue,Silk,41,148301.11,In Stock,4.7,7,Average,2025-11-07,Premium (₹3-5K)
TSI0867,Tunics & Kurtas Navy,Women,Tunics & Kurtas,2654.53,Pink,Chanderi Silk,37,98217.44,In Stock,4.09,5,Average,2024-09-13,Mid-Range (₹2-3K)
TSI0868,Kimonos & Kaftans Aqua,Women,Kimonos & Kaftans,3494.26,Black,Cotton Cambric,38,132781.8,In Stock,4.69,4,Average,2024-10-04,Premium (₹3-5K)
TSI0869,Kimonos & Kaftans Aqua,Women,Kimonos & Kaftans,3048.57,Indigo,Cotton Canvas,1,3048.57,Out of Stock,4.72,1,Slow,2025-01-09,Premium (₹3-5K)
TSI0870,Tunics & Kurtas Yellow,Women,Tunics & Kurtas,2615.17,Beige,Silk,39,101991.58,Out of Stock,4.77,7,Average,2024-03-02,Mid-Range (₹2-3K)
TSI0871,Dresses Beige,Women,Dresses,1371.21,Black,Cotton Textured,21,28795.43,In Stock,4.69,5,Average,2024-07-23,Economy (₹1-2K)
TSI0872,Kimonos & Kaftans Red,Women,Kimonos & Kaftans,4077.16,Navy,Cotton Canvas,75,305786.9,In Stock,4.36,7,Bestseller,2025-10-31,Premium (₹3-5K)
TSI0873,Dresses Cream,Women,Dresses,2896.47,Cream,Chanderi Silk,28,81101.06,In Stock,4.62,7,Average,2025-11-08,Mid-Range (₹2-3K)
TSI0874,Dresses Black,Women,Dresses,1607.43,Natural,Cotton Sheeting,45,72334.34,Low Stock,3.64,6,Average,2025-12-25,Economy (₹1-2K)
TSI0875,Sarees Pink,Women,Sarees,3465.74,Multi,Wool,4,13862.94,In Stock,4.62,1,Slow,2025-08-08,Premium (₹3-5K)
TSI0876,Sarees Red,Women,Sarees,4271.67,Green,Cotton Sheeting,25,106791.63,In Stock,3.72,6,Average,2025-06-22,Premium (₹3-5K)
TSI0877,Jackets & Shrugs Cream,Women,Jackets & Shrugs,3054.54,Cream,Cotton Voile,24,73308.92,In Stock,4.09,2,Average,2025-09-19,Premium (₹3-5K)
TSI0878,Kimonos & Kaftans Indigo,Women,Kimonos & Kaftans,3013.32,Red,Wool,39,117519.31,In Stock,3.72,9,Average,2025-01-07,Premium (₹3-5K)
TSI0879,Tunics & Kurtas Blue,Women,Tunics & Kurtas,2065.95,Multi,Cotton Textured,3,6197.84,Out of Stock,4.56,1,Slow,2024-07-07,Mid-Range (₹2-3K)
TSI0880,Sarees Green,Women,Sarees,3043.81,Black,Cotton Voile,134,407870.16,Low Stock,4.5,28,Bestseller,2025-10-05,Premium (₹3-5K)
TSI0881,Jackets & Shrugs Natural,Women,Jackets & Shrugs,3045.31,Blue,Silk,18,54815.64,In Stock,4.25,2,Average,2024-06-18,Premium (₹3-5K)
TSI0882,Dresses White,Women,Dresses,9576.23,Indigo,Wool,39,373473.08,In Stock,4.36,6,Average,2025-11-27,Luxury (>₹5K)
TSI0883,Tunics & Kurtas Beige,Women,Tunics & Kurtas,1534.18,Navy,Chanderi Silk,47,72106.23,In Stock,3.66,5,Average,2024-08-21,Economy (₹1-2K)
TSI0884,Dresses Natural,Women,Dresses,1271.74,Pink,Cotton Cambric,26,33065.19,Low Stock,4.32,7,Average,2025-05-05,Economy (₹1-2K)
TSI0885,Jackets & Shrugs Navy,Women,Jackets & Shrugs,2576.28,Yellow,100% Cotton,30,77288.27,In Stock,4.74,6,Average,2024-07-17,Mid-Range (₹2-3K)
TSI0886,Dresses Aqua,Women,Dresses,2380.69,Indigo,Cotton Canvas,32,76182.09,In Stock,4.73,8,Average,2024-10-04,Mid-Range (₹2-3K)
TSI0887,Jackets & Shrugs White,Women,Jackets & Shrugs,2111.19,Pink,Wool,43,90781.23,In Stock,4.17,5,Average,2025-04-19,Mid-Range (₹2-3K)
TSI0888,Tunics & Kurtas Aqua,Women,Tunics & Kurtas,3718.84,Navy,Cotton Cambric,32,119002.92,Low Stock,4.53,7,Average,2025-01-22,Premium (₹3-5K)
TSI0889,Sarees Pink,Women,Sarees,4018.25,Aqua,Cotton Cambric,177,711230.94,In Stock,4.28,38,Bestseller,2024-05-16,Premium (₹3-5K)
TSI0890,Tunics & Kurtas Navy,Women,Tunics & Kurtas,4205.9,Yellow,Chanderi Silk,43,180853.72,In Stock,4.53,7,Average,2024-09-07,Premium (₹3-5K)
TSI0891,Dresses Emerald,Women,Dresses,3838.94,Pink,Cotton Textured,38,145879.67,Out of Stock,3.81,4,Average,2024-04-26,Premium (₹3-5K)
TSI0892,Tunics & Kurtas Navy,Women,Tunics & Kurtas,2026.92,Emerald,Cotton Canvas,48,97292.12,Out of Stock,4.01,14,Average,2024-07-16,Mid-Range (₹2-3K)
TSI0893,Tunics & Kurtas Black,Women,Tunics & Kurtas,2025.0,Multi,100% Cotton,19,38474.92,Low Stock,4.22,4,Average,2025-02-08,Mid-Range (₹2-3K)
TSI0894,Tunics & Kurtas Cream,Women,Tunics & Kurtas,2961.96,Green,100% Cotton,70,207337.47,Low Stock,4.53,11,Bestseller,2025-06-12,Mid-Range (₹2-3K)
TSI0895,Jackets & Shrugs Indigo,Women,Jackets & Shrugs,1644.79,Green,100% Cotton,20,32895.86,Low Stock,3.77,3,Average,2025-07-17,Economy (₹1-2K)
TSI0896,Jackets & Shrugs Blue,Women,Jackets & Shrugs,4279.92,Multi,Cotton Cambric,44,188316.67,Out of Stock,4.61,5,Average,2024-10-07,Premium (₹3-5K)
TSI0897,Sarees Pink,Women,Sarees,1299.97,Multi,Cotton Textured,29,37699.06,In Stock,3.8,7,Average,2025-07-25,Economy (₹1-2K)
TSI0898,Dresses Cream,Women,Dresses,2546.02,Multi,Cotton Voile,43,109478.87,In Stock,4.79,6,Average,2025-11-06,Mid-Range (₹2-3K)
TSI0899,Tunics & Kurtas White,Women,Tunics & Kurtas,1251.62,Natural,Cotton Voile,6,7509.74,In Stock,4.46,1,Slow,2024-06-27,Economy (₹1-2K)
TSI0900,Tunics & Kurtas White,Women,Tunics & Kurtas,3177.67,Indigo,Chanderi Silk,5,15888.34,In Stock,4.41,1,Slow,2025-03-15,Premium (₹3-5K)
TSI0901,Jackets & Shrugs Red,Women,Jackets & Shrugs,8196.5,Multi,Cotton Textured,161,1319636.5,In Stock,4.56,24,Bestseller,2025-07-22,Luxury (>₹5K)
TSI0902,Dresses Cream,Women,Dresses,2161.57,Navy,Cotton Textured,21,45392.94,In Stock,4.08,3,Average,2026-01-31,Mid-Range (₹2-3K)
TSI0903,Tunics & Kurtas Green,Women,Tunics & Kurtas,4262.18,Indigo,100% Cotton,49,208846.96,In Stock,3.63,9,Average,2026-01-21,Premium (₹3-5K)
TSI0904,Kimonos & Kaftans Cream,Women,Kimonos & Kaftans,2894.54,Emerald,Cotton Canvas,40,115781.73,In Stock,4.09,5,Average,2024-05-08,Mid-Range (₹2-3K)
TSI0905,Tunics & Kurtas Yellow,Women,Tunics & Kurtas,1913.79,Multi,Cotton Textured,6,11482.76,In Stock,4.51,1,Slow,2024-10-28,Economy (₹1-2K)
TSI0906,Dresses Yellow,Women,Dresses,1347.68,Natural,Cotton Cambric,23,30996.63,In Stock,4.38,5,Average,2024-07-15,Economy (₹1-2K)
TSI0907,Dresses Natural,Women,Dresses,4422.46,Cream,Silk,45,199010.54,In Stock,4.04,12,Average,2025-12-29,Premium (₹3-5K)
TSI0908,Sarees Blue,Women,Sarees,3216.12,Green,Chanderi Silk,45,144725.56,Low Stock,4.76,8,Average,2024-11-19,Premium (₹3-5K)
TSI0909,Sarees Emerald,Women,Sarees,4089.87,Pink,Cotton Canvas,4,16359.46,In Stock,4.53,1,Slow,2025-10-25,Premium (₹3-5K)
TSI0910,Jackets & Shrugs Cream,Women,Jackets & Shrugs,2828.65,Navy,Cotton Sheeting,13,36772.47,In Stock,3.95,3,Average,2024-03-12,Mid-Range (₹2-3K)
TSI0911,Kimonos & Kaftans Green,Women,Kimonos & Kaftans,3856.56,Black,Cotton Textured,36,138836.1,In Stock,4.3,7,Average,2025-06-29,Premium (₹3-5K)
TSI0912,Dresses Emerald,Women,Dresses,4425.32,Emerald,Silk,47,207989.94,Out of Stock,4.4,11,Average,2025-06-27,Premium (₹3-5K)
